LAX,RDM
LAX,RDM
LAX,RDM
LAX,RDM
LAX,RDM
LAX,RDM
LAX,RDM
LAX,RDM
LAX,RDM
LAX,RDM
LAX,RDM
LAX,RDM
LAX,RDM
LAX,RDM
ABQ,RDM
STS,RDM
RNO,RDM
FAT,RDM
EUG,RDM
EUG,RDM
EUG,RDM
EUG,RDM
EUG,RDM
EUG,RDM
EUG,RDM
EUG,RDM
EUG,RDM
EUG,RDM
EUG,RDM
EUG,RDM
DRO,RDM
MFR,RDM
MFR,RDM
OAK,RDM
MFR,RDM
MFR,RDM
AZA,RDM
SEA,RDM
AZA,RDM
AZA,RDM
SEA,RDM
SEA,RDM
SEA,RDM
AZA,RDM
SEA,RDM
AZA,RDM
SEA,RDM
AZA,RDM
SEA,RDM
SEA,RDM
SEA,RDM
SEA,RDM
AZA,RDM
SEA,RDM
SEA,RDM
SEA,RDM
SEA,RDM
SEA,RDM
AZA,RDM
SEA,RDM
SEA,RDM
BFI,RDM
SEA,RDM
AZA,RDM
AZA,RDM
AZA,RDM
SEA,RDM
SEA,RDM
SEA,RDM
AZA,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
PDX,RDM
LMT,RDM
LMT,RDM
LMT,RDM
LMT,RDM
LMT,RDM
LMT,RDM
SFO,RDM
LMT,RDM
LMT,RDM
LMT,RDM
SFO,RDM
SFO,RDM
LMT,RDM
LMT,RDM
SFO,RDM
SFO,RDM
SFO,RDM
SFO,RDM
SFO,RDM
SFO,RDM
SFO,RDM
LMT,RDM
LMT,RDM
LMT,RDM
LMT,RDM
LMT,RDM
SFO,RDM
LMT,RDM
LMT,RDM
SFO,RDM
LMT,RDM
SFO,RDM
LMT,RDM
SFO,RDM
LMT,RDM
LMT,RDM
LMT,RDM
LMT,RDM
SLC,RDM
SLC,RDM
SLC,RDM
SLC,RDM
SLC,RDM
SLC,RDM
SLC,RDM
SLC,RDM
SLC,RDM
SLC,RDM
SLC,RDM
SLC,RDM
SLC,RDM
LAS,RDM
LAS,RDM
LAS,RDM
LAS,RDM
LAS,RDM
LAS,RDM
LAS,RDM
LAS,RDM
LAS,RDM
LAS,RDM
LAS,RDM
LAS,RDM
SLC,EKO
SLC,EKO
SLC,EKO
SLC,EKO
SLC,EKO
SLC,EKO
