MHK,AMW
ILM,BKW
TPA,BKW
LGA,BKW
CMH,BKW
SHD,BKW
YIP,BFR
MSP,BJI
BRD,BJI
STC,BJI
LNK,BJI
ATY,BJI
GFK,VWL
CID,BJI
MSN,BJI
MKE,BJI
AXN,BJI
BDL,BJI
YIP,BJI
GRB,BJI
FFM,BJI
JMS,VWL
RIC,BJI
FSD,BJI
GFK,BJI
IAD,BJI
GRR,BJI
FCA,BZN
HLN,BZN
BTM,BZN
MSP,BZN
GTF,BZN
BIL,BZN
GEG,BZN
MSO,BZN
SLC,BZN
JAC,BZN
TWF,BZN
IDA,BZN
EKO,BZN
CPR,BZN
SEA,BZN
OMA,BZN
LWS,BZN
PUW,BZN
FAR,BZN
PDX,BZN
DTW,BZN
MOT,BZN
DLH,BZN
BOS,BZN
LAX,BZN
PHX,BZN
RAP,BZN
LCH,BZN
OKC,BZN
PRB,BZN
ALO,BZN
MOB,BZN
FAT,BZN
SLN,BZN
RNO,BZN
SMF,BZN
CVG,BZN
LAS,BZN
ILN,BZN
IND,BZN
MFR,BZN
CYS,BZN
BFI,BZN
TUS,BZN
FSD,BZN
BIF,BZN
RDU,BZN
AUS,BZN
ORD,BZN
BZN,BZN
ATL,BZN
SHV,BZN
SWO,BZN
SNA,BZN
PIH,BZN
GSP,BZN
CDC,BZN
BHM,BZN
SBN,BZN
ABQ,BZN
ICT,BZN
CLL,BZN
SFO,BZN
CLE,BZN
MHK,BZN
LAN,BZN
AZA,BZN
OKC,BKG
TYS,BKG
RFD,BKG
DFW,BKG
ATL,BKG
BKG,BKG
MDW,BKG
YIP,BKG
MKE,BKG
SHV,BKG
XNA,BKG
SAT,BKG
MSP,BKG
ROA,BKG
GGG,BKG
IAH,BKG
MCO,BKG
GRK,BKG
CHO,BUF
FLL,BUF
PHL,BUF
SFO,BUF
JAX,BUF
LGA,BUF
JFK,BUF
BDL,BUF
PHX,BUF
RDU,BUF
SEA,BUF
CMH,BUF
SYR,BUF
ANC,BUF
RIC,BUF
LAS,BUF
CLE,BUF
BWI,BUF
CLT,BUF
MCI,BUF
DCA,BUF
IAD,BUF
LAX,BUF
MSP,BUF
IND,BUF
GRR,BUF
BOS,BUF
ALB,BUF
MIA,BUF
ERI,BUF
TPA,BUF
EWR,BUF
DAY,BUF
DFW,BUF
ORD,BUF
ATL,BUF
DTW,BUF
IAH,BUF
ROC,BUF
STL,BUF
BNA,BUF
PVD,BUF
GSO,BUF
PIT,BUF
CVG,BUF
CRW,BUF
MHT,BUF
PWM,BUF
GRB,BUF
ACY,BUF
MCO,BUF
PBI,BUF
BTV,BUF
EVV,BUF
MDT,BUF
GSP,BUF
MKE,BUF
LEX,BUF
ABE,BUF
SBN,BUF
MDW,BUF
HOU,BUF
MSN,BUF
AZO,BUF
MSY,BUF
CHS,BUF
HVN,BUF
TYS,BUF
SLC,BUF
YIP,BUF
ILG,BUF
SAT,BUF
ITH,BUF
AVP,BUF
PDX,BUF
ILM,BUF
CAK,BUF
PGV,BUF
FWA,BUF
SNA,BUF
HSV,BUF
ORH,BUF
GWO,BUF
OKC,BUF
JAN,BUF
CSG,BUF
WGO,BUF
TOL,BUF
AUS,BUF
CSV,BUF
SJC,BUF
LIT,BUF
ISO,BUF
MIE,BUF
LRD,BUF
GYY,BUF
MYR,BUF
CAE,BUF
MEM,BUF
SFB,BUF
TUL,BUF
OMA,BUF
ELM,BUF
BGM,BUF
SAN,BUF
AID,BUF
FEP,BUF
FLO,BUF
OAK,BUF
TTN,BUF
DET,BUF
PWK,BUF
ILN,BUF
YNG,BUF
BTL,BUF
GRI,BUF
DAL,BUF
ADS,BUF
FNT,BUF
PUB,BUF
TVC,BUF
JST,BUF
BKL,BUF
RFD,BUF
CID,BUF
MBS,BUF
ROA,BUF
KY1,BUF
LNK,BUF
ELP,BUF
DPA,BUF
BUF,BUF
BHM,BUF
SUS,BUF
RST,BUF
SLN,BUF
MCE,BUF
SCE,BUF
COS,BUF
LBB,BUF
LAN,BUF
BFI,BUF
LCK,BUF
JHW,BUF
FAY,BUF
FSD,BUF
PKB,BUF
FAR,BUF
FOE,BUF
FSM,BUF
LYH,BUF
GDC,BUF
GMU,BUF
MCW,BUF
CKB,BUF
LFT,BUF
GPT,BUF
MKL,BUF
MRC,BUF
DEC,BUF
GAD,BUF
HKY,BUF
SHV,BUF
GVL,BUF
RWI,BUF
LAW,BUF
CWA,BUF
AOH,BUF
CGI,BUF
SDM,BUF
AVL,BUF
BTR,BUF
XNA,BUF
ICT,BUF
AEX,BUF
HGR,BUF
ACT,BUF
TUS,BUF
LAF,BUF
GFK,BUF
AFW,BUF
MWA,BUF
PNS,BUF
DSM,BUF
POB,BUF
MLU,BUF
BWI,ORD
CLT,ORD
CLE,ORD
CLE,MDW
CMI,ORD
SJC,ORD
PDX,ORD
RFD,ORD
PWM,ORD
ANC,ORD
RIC,MDW
RIC,ORD
SAV,MDW
SAV,ORD
SYR,ORD
SYR,MDW
ABE,ORD
LAS,ORD
LAS,MDW
AZO,ORD
TYS,ORD
LSE,ORD
GRB,ORD
LSE,MDW
MSP,MDW
MSP,ORD
SAT,ORD
MSY,ORD
MSY,MDW
FSD,ORD
GRR,ORD
CID,ORD
IND,ORD
HUF,ORD
IND,MDW
DCA,ORD
ABQ,ORD
LAX,ORD
IAD,ORD
DCA,MDW
LAX,MDW
IDA,ORD
SUX,ORD
LIT,ORD
MCI,MDW
MCI,ORD
BTR,ORD
SBN,ORD
YNG,ORD
SBN,MDW
LIT,MDW
GTF,ORD
PHL,MDW
PHL,ORD
SFO,ORD
SLC,ORD
JAX,ORD
OKC,ORD
JAX,MDW
PBI,ORD
PBI,MDW
COS,ORD
FLL,MDW
FLL,ORD
FWA,ORD
CRW,ORD
DSM,ORD
GSO,ORD
CVG,ORD
MHT,ORD
PIT,MDW
PIT,ORD
MDT,ORD
DSM,MDW
HSV,ORD
CHS,ORD
EVV,ORD
BTV,ORD
BTV,MDW
EVV,MDW
BHM,ORD
MKE,MDW
MKE,ORD
STL,MDW
STL,ORD
RST,ORD
ROC,ORD
LEX,ORD
SNA,ORD
SNA,MDW
BNA,ORD
BNA,MDW
PVD,ORD
SMF,ORD
RAP,ORD
EWR,ORD
DFW,ORD
DAY,ORD
DFW,MDW
ALB,ORD
MIA,ORD
AUS,ORD
BOS,ORD
TPA,ORD
RNO,ORD
TPA,MDW
MIA,MDW
TUL,ORD
BGR,ORD
OMA,ORD
OMA,MDW
BOS,MDW
CAK,ORD
TUL,MDW
ERI,MDW
AUS,MDW
CWA,ORD
PIA,ORD
TOL,ORD
TUS,ORD
PUB,ORD
ATL,ORD
BUF,ORD
ATL,MDW
MDW,ORD
ORD,MDW
DTW,ORD
DET,MDW
DTW,MDW
ELP,ORD
IAH,ORD
HOU,ORD
HOU,MDW
ROA,ORD
ATW,ORD
CMH,ORD
CMH,MDW
BIL,ORD
GEG,ORD
SEA,ORD
BFI,ORD
CAE,ORD
MBS,ORD
RDU,ORD
ICT,ORD
MEM,ORD
MEM,MDW
PHX,ORD
MCO,ORD
PHX,MDW
JAC,ORD
OSH,ORD
MCO,MDW
MSN,ORD
LBB,ORD
LNK,ORD
MSN,MDW
LAN,ORD
OAK,ORD
JAN,ORD
LGA,ORD
BDL,ORD
LGA,MDW
HNL,ORD
JFK,ORD
BDL,MDW
MKG,ORD
OKC,MDW
TVC,ORD
LAF,ORD
CLT,MDW
RFD,MDW
ALO,ORD
AVP,ORD
BMI,ORD
ABQ,MDW
IAD,MDW
SPI,MDW
SPI,CGX
SPI,ORD
DBQ,ORD
DEC,ORD
ORD,ORD
BRL,ORD
BHM,MDW
HVN,ORD
MQT,ORD
SAN,ORD
PNS,ORD
PIA,MDW
CPR,ORD
FNT,ORD
EKO,ORD
FAR,ORD
TOL,MDW
EWR,MDW
MWA,ORD
DAL,MDW
DAY,MDW
ABE,MDW
AZO,MDW
FAI,ORD
AMA,ORD
ANB,ORD
CYS,ORD
SEA,MDW
FWA,MDW
MCW,ORD
GRR,MDW
CHA,ORD
BFF,ORD
MDW,MDW
EFD,MDW
YIP,ORD
ICT,MDW
RDU,MDW
LCK,ORD
EUG,ORD
GYY,ORD
AVL,MDW
BWI,MDW
AVL,ORD
SGH,ORD
SGF,ORD
STP,MDW
IMT,ORD
MDH,ORD
SAN,MDW
GSP,MDW
GSO,MDW
CVG,MDW
CHS,MDW
GSP,ORD
BUF,MDW
MTJ,ORD
SLC,MDW
SFO,MDW
JFK,MDW
TWF,ORD
GFK,ORD
IAH,MDW
BKW,ORD
BKW,MDW
FSM,ORD
EKO,MDW
BRD,ORD
COS,MDW
TVC,MDW
MYR,MDW
LBF,ORD
RST,MDW
PVD,MDW
CID,MDW
GRI,ORD
TLH,ORD
SHV,ORD
YIP,MDW
YIP,PWK
GEG,MDW
DLH,ORD
DLH,MDW
FNT,MDW
CMI,MDW
HUF,MDW
YIP,DPA
CAE,MDW
JAN,MDW
LAN,MDW
LNK,MDW
TYS,MDW
XNA,ORD
SUS,MDW
NZY,ORD
MHT,MDW
MGM,ORD
GYY,MDW
ALB,MDW
SLN,MDW
OKK,MDW
MOT,ORD
RNO,MDW
GRB,MDW
MEM,DPA
OAK,MDW
GJT,ORD
SPS,ORD
DET,DPA
AMA,MDW
MEM,PWK
UIN,ORD
DAL,ORD
BMG,ORD
MYR,ORD
AEX,ORD
MDT,MDW
ROC,MDW
ORH,ORD
CDC,ORD
FNT,PWK
COU,MDW
ACY,ORD
MKC,ORD
SAT,MDW
GFK,MDW
SHV,MDW
ILN,ORD
ILN,MDW
LIT,DPA
BMG,MDW
MKC,MDW
AGS,ORD
MDH,MDW
LUK,ORD
LEX,MDW
MHK,ORD
DNN,MDW
MIE,MDW
FTW,ORD
LRD,PWK
HON,ORD
OGD,MDW
PUB,MDW
PDX,MDW
SVN,ORD
SJC,MDW
CSG,ORD
COU,ORD
MSN,PWK
CHO,ORD
CLL,MDW
CLL,ORD
SCE,MDW
SCE,ORD
MHR,ORD
AGC,MDW
CPS,ORD
FOD,ORD
CVG,DPA
ABQ,DPA
SUX,MDW
LIT,II2
MCI,PWK
PIB,ORD
BMI,DPA
FYV,ORD
YIP,II2
LCK,MDW
BFI,MDW
BIS,ORD
PHX,DPA
ICT,DPA
OGG,ORD
SFB,ORD
PVU,MDW
FAR,MDW
LAF,MDW
BKL,ORD
LFT,MDW
XXW,MDW
EDF,ORD
BKL,MDW
IPL,DPA
AVL,DPA
XNA,MDW
BYH,ORD
SGF,DPA
BFF,DPA
BWG,DPA
CHO,MDW
PDT,ORD
RST,DPA
SBY,ORD
SMF,MDW
RCA,ORD
HSV,MDW
CHS,DPA
DSM,DPA
EVV,PWK
GYY,DPA
FOE,MDW
FOE,ORD
TOL,DPA
SLN,DPA
PUB,DPA
FAT,ORD
JLN,DPA
AFW,ORD
ADS,DPA
MOB,MDW
LRD,DPA
IAH,DPA
DTW,DPA
BIF,MDW
SFB,MDW
CMH,DPA
DQF,DPA
CLU,DPA
LSF,MDW
LAR,ORD
CMI,DPA
LFT,ORD
FSD,MDW
NBG,MDW
SAT,DPA
IND,DPA
MCI,DPA
ILM,MDW
HOT,ORD
ILG,MDW
TCL,DPA
SWO,ORD
ATL,PWK
BUF,PWK
HOU,PWK
HOU,DPA
EFD,ORD
BIF,ORD
ELP,PWK
MDW,DPA
CHS,PWK
LUK,PWK
NKX,MDW
MCE,MDW
ACT,MDW
TUS,MDW
TOL,PWK
LRD,MDW
BGR,MDW
DOV,ORD
CLE,DPA
PWM,MDW
MSO,ORD
MBS,MDW
SCF,MDW
COU,DPA
CAE,DPA
ACY,MDW
FXE,MDW
PGV,ORD
LYH,ORD
BMI,MDW
LIT,PWK
DRT,DPA
DTW,PWK
HLM,DPA
ELP,DPA
ELP,MDW
BZN,ORD
DEC,MDW
MDW,PWK
LAN,DPA
GPT,ORD
DQF,ORD
TTN,MDW
MOT,MDW
TUS,PWK
UIN,MDW
SSC,MDW
MOB,ORD
MWA,MDW
MGY,MDW
AFW,MDW
SAF,MDW
FCA,ORD
EIL,ORD
BTR,MDW
MSP,PWK
FSD,DPA
PNE,DPA
CRP,ORD
OAJ,MDW
OAJ,ORD
NZY,MDW
PVD,DPA
GLH,MDW
CKB,ORD
EVV,DPA
STL,DPA
CKB,MDW
EAU,MDW
MGM,DPA
MCW,MDW
LAS,PWK
PVD,PWK
ERI,ORD
RDM,MDW
BTM,MDW
TCM,ORD
BZN,MDW
DBQ,MDW
ROA,MDW
ATW,MDW
JAC,MDW
MFR,MDW
LAR,MDW
PHL,PWK
BWI,PWK
SGF,MDW
FAY,MDW
CHA,MDW
ILM,ORD
LAX,CHI
GRR,DPA
BKG,MDW
PSF,MDW
RAP,MDW
BGM,ORD
LUK,MDW
CWA,MDW
PIA,DPA
ADS,ORD
MIE,ORD
MLU,ORD
CAK,II2
FLG,MDW
ANC,CHI
GPT,MDW
PHX,PWK
AZA,MDW
OSH,PWK
RST,CWI
BDR,CWI
YIP,DCU
BUF,DCU
MEM,DCU
EWR,DCU
MBS,DCU
ATL,DCU
MCI,DCU
CLE,DCU
FWA,DCU
ORH,DCU
OCF,DCU
MKG,DCU
CLT,DCU
BMI,DCU
LRD,DCU
TVC,DCU
LEX,DCU
ORD,DEC
STL,DEC
BMI,DEC
SPI,DEC
PIA,DEC
CMI,DEC
EKO,DEC
SLC,DEC
FOE,DEC
EVV,DEC
SBN,DEC
GRR,DEC
FWA,DEC
SUX,DEC
MSN,DEC
BRL,DEC
RFD,DEC
MSP,DEC
CID,DEC
SAT,DEC
OKC,DEC
LAN,DEC
DTW,DEC
MDW,DEC
GRI,DEC
TUL,DEC
MWA,DEC
OAK,DEC
MEM,DEC
UIN,DEC
ICT,DEC
LRD,DRT
ELP,DRT
MCI,DRT
MEM,DRT
TUP,DRT
CRP,DRT
SFO,DRT
SAT,DRT
LIT,DRT
BRO,DRT
AUS,DRT
FTW,DRT
DAL,DRT
DFW,DRT
SHV,DRT
STL,DRT
BNA,DRT
ANC,DLF
YIP,DRT
DUC,DRT
ADS,DRT
AFW,DRT
TUS,DLF
TUL,DRT
HKS,DRT
OKC,DRT
SUS,DRT
GSP,DRT
FSM,DRT
BHM,DRT
DRT,DRT
IPL,DRT
TCL,DRT
DPA,DRT
IAH,DRT
MKL,DRT
OAK,DRT
CMH,DRT
SKA,DLF
SBN,DRT
DTW,DRT
ASN,DRT
RFD,DRT
SJT,DRT
UVA,DRT
TOL,DRT
GSO,DRT
GDC,DRT
MSN,DTW
LAN,DTW
MEM,DTW
PHX,DTW
MCO,DTW
LNK,DTW
OAK,DTW
MBS,DTW
CMH,DTW
SEA,DTW
RDU,DTW
CAE,DTW
BFI,DTW
JFK,DTW
BDL,DTW
LGA,DTW
HOU,DTW
DTW,DET
IAH,DTW
DET,DTW
DTW,YIP
HOU,DET
ORD,DTW
ATL,DTW
MDW,DET
MDW,DTW
BUF,DTW
SYR,DTW
SJC,DTW
PWM,DTW
ANC,DTW
ABE,DTW
RIC,DTW
CLE,DTW
BWI,DTW
CLT,DTW
LAS,DTW
AZO,DTW
TYS,DTW
GRB,DTW
IAD,DTW
MCI,DTW
LAX,DTW
DCA,DTW
LIT,DET
MCI,DET
SBN,DTW
MSP,DTW
MSY,DTW
FSD,DTW
SAT,DTW
IND,DET
IND,DTW
GRR,DTW
TOL,DTW
BOS,DTW
ALB,DTW
TPA,DTW
MIA,DTW
OMA,DTW
CAK,DTW
BGR,DTW
FNT,DTW
EWR,DTW
DFW,DTW
DAY,DTW
SFO,DTW
PHL,DTW
TVC,DTW
SLC,DTW
FLL,DTW
PBI,DTW
COS,DTW
PIT,DTW
CVG,DTW
MDT,DTW
FWA,DTW
ORH,DTW
BHM,DTW
GSP,DTW
HSV,DTW
PVD,DTW
RAP,DTW
BNA,DTW
STL,DTW
MKE,DTW
STL,DET
BNA,DET
ROC,DTW
MKE,YIP
SAN,DTW
MHT,DTW
DSM,DTW
PDX,DTW
GEG,DTW
ACY,DTW
LIT,DTW
CPR,DTW
MOB,DTW
TUL,DET
TUL,DTW
PIA,DTW
TUS,DTW
LCK,YIP
ICT,DTW
SNA,DTW
BTV,DTW
CLE,DET
FAI,YIP
OKC,DTW
JAX,DTW
GSO,DTW
MIA,YIP
AUS,DET
ITH,DTW
MSN,YIP
ORD,YIP
CMI,YIP
LAF,YIP
CID,DTW
SHV,DTW
LRD,YIP
AUS,DTW
PHL,YIP
STL,YIP
LFT,DTW
HNL,DTW
MRC,YIP
ELP,YIP
ATL,YIP
MYR,DTW
BFF,DTW
TLH,DTW
HUF,YIP
ABQ,DTW
YNG,YIP
MCI,YIP
EKO,DTW
LRD,DTW
DLH,DTW
TOL,YIP
BNA,YIP
HVN,DTW
RST,DTW
CHS,DTW
BWI,YIP
CLE,YIP
AVP,DTW
SAV,DTW
AZO,YIP
LIT,YIP
BMI,YIP
BRO,YIP
SBN,YIP
GRR,YIP
CEV,YIP
BTL,YIP
IND,YIP
DET,YIP
YIP,YIP
BUF,YIP
MDW,YIP
MVN,YIP
TVC,YIP
MOP,YIP
FLL,YIP
HSV,YIP
FWA,YIP
EVV,YIP
SMF,DTW
EWR,YIP
FNT,YIP
OGD,YIP
RNO,DTW
AOH,YIP
DAY,YIP
MKL,YIP
CMH,YIP
BJJ,YIP
MKG,DTW
ESC,DTW
JXN,YIP
MCO,DET
TTN,YIP
ATW,DTW
ROA,DTW
AMA,YIP
DPA,YIP
LAF,DTW
GWO,YIP
RFD,YIP
RFD,DTW
ANC,YIP
BWI,DET
CMI,DTW
BMG,YIP
YNG,DTW
BMI,DTW
SHV,DET
MSP,YIP
SGH,YIP
ELM,DTW
OKK,YIP
EWR,DET
CWA,DTW
OMA,YIP
ERI,DTW
GYY,YIP
SLC,YIP
MQT,DTW
LEX,DTW
LEX,YIP
MKE,DET
OWB,DTW
BGM,DTW
EVV,DTW
GSP,YIP
BTV,YIP
CRW,DTW
SUS,YIP
MFD,YIP
ROC,YIP
CRW,YIP
BHM,YIP
LUK,YIP
CVG,YIP
ELD,YIP
CLT,YIP
LSE,YIP
TYS,YIP
ICT,YIP
MBS,YIP
CSG,YIP
MEI,YIP
MKG,YIP
HNL,YIP
MEM,DET
LAN,YIP
MEM,YIP
HOU,YIP
PDK,YIP
ATL,DET
YIP,DTW
YIP,DET
DCU,YIP
PHL,DET
OKC,YIP
SAT,YIP
MSY,YIP
BMG,DTW
GTF,DTW
SHV,YIP
ILG,YIP
TUL,YIP
CAK,YIP
TPA,DET
APN,DTW
MIA,DET
DHN,YIP
ADS,YIP
LRD,DET
UIN,YIP
SLN,YIP
BGR,YIP
BOS,DET
BOS,YIP
DFW,YIP
GRK,YIP
LNK,YIP
JAN,YIP
AID,YIP
SEA,DET
ATW,YIP
MOR,YIP
DSM,YIP
LGA,DET
SYR,YIP
AVL,YIP
WGO,YIP
ILN,YIP
SGF,YIP
DTW,DTW
DBQ,DTW
ELP,DTW
BFR,YIP
CGI,YIP
JAX,YIP
LBF,YIP
BWG,YIP
SAN,YIP
RST,YIP
HSV,DET
MDT,YIP
CSV,YIP
AEX,YIP
EAU,DTW
EAU,YIP
PVD,YIP
MHR,YIP
PIA,YIP
ITO,YIP
GYY,DTW
AUS,YIP
FAR,DTW
MOT,YIP
MMI,YIP
BDL,YIP
SFB,YIP
RDU,YIP
PHX,YIP
ROA,YIP
CAE,YIP
COU,YIP
BZN,DTW
ADM,YIP
FDY,YIP
IAH,YIP
LSE,DTW
JFK,YIP
SIK,YIP
ALO,YIP
PDX,YIP
AVL,DTW
CID,YIP
IAD,YIP
BYH,YIP
MKC,YIP
AXV,YIP
TCL,YIP
SYI,DTW
LAX,YIP
RWI,YIP
GFK,YIP
GFK,DTW
ABQ,YIP
ALB,DET
ITH,YIP
MGY,YIP
FTW,YIP
ADS,DET
PUB,YIP
CHO,DTW
PIT,YIP
AGC,YIP
HVN,YIP
SUS,DET
PGV,YIP
PWM,YIP
SEA,YIP
BIL,YIP
BFI,YIP
SER,YIP
CYS,DTW
BIS,DTW
FLO,YIP
MCO,YIP
HKY,YIP
PWK,YIP
ELP,DET
ILN,DTW
GCK,YIP
ILG,DET
XNA,YIP
GRI,YIP
BTL,DET
TUS,YIP
MCN,YIP
MWA,YIP
MLU,YIP
DAL,DTW
DAL,YIP
AFW,YIP
LOZ,YIP
LBL,DTW
OAK,YIP
PAH,YIP
DMO,YIP
ANB,YIP
BFD,YIP
CLU,YIP
FEP,DET
GPT,DTW
MDH,YIP
CHS,YIP
GMU,YIP
FSM,YIP
ASN,YIP
RAP,YIP
SAW,YIP
OWB,YIP
SYR,DET
FFT,YIP
JBR,YIP
JHW,YIP
AVL,DET
CLT,DET
POB,YIP
XNA,DTW
ZZV,YIP
CHA,DTW
CHA,YIP
BRO,DET
GNV,DTW
STJ,YIP
TCL,DTW
SGF,DTW
STP,YIP
FSD,YIP
AGS,YIP
BUF,DET
EKI,YIP
II2,YIP
DRT,YIP
MS1,YIP
PBI,YIP
SCE,DTW
SCE,YIP
BWG,DTW
ACY,YIP
LUK,DET
SUS,DTW
MGM,DTW
CPS,YIP
MHT,YIP
BTV,DET
FOD,YIP
ORH,YIP
CKB,DTW
JLN,YIP
HLN,DTW
EUG,DTW
LAW,YIP
FTW,DET
MIE,YIP
TUP,YIP
TPA,YIP
ABY,YIP
FAR,YIP
ERI,YIP
DNV,YIP
HKS,YIP
JAN,DTW
SFB,DTW
OSH,YIP
LBL,YIP
AND,YIP
RDG,YIP
IRS,YIP
COU,DTW
RDU,DET
BIS,YIP
SAD,YIP
SER,DTW
AID,DTW
PUW,DTW
LCK,DTW
KY1,YIP
HIK,YIP
ESC,YIP
MKL,DTW
MSN,DET
FTY,YIP
HLM,YIP
DBQ,YIP
BKL,DTW
LFT,YIP
GSB,YIP
SQI,YIP
VLD,YIP
SKY,YIP
BFF,YIP
SPI,DTW
SYI,YIP
TLH,YIP
HUF,DTW
GRR,DET
CID,DET
GVL,YIP
DCA,YIP
UCY,YIP
GNV,YIP
BRO,DTW
ABY,DTW
ALB,YIP
PHT,DET
RMG,YIP
IN1,YIP
OPF,YIP
ERI,DET
JLN,DET
ELM,YIP
JLN,DTW
MOB,YIP
OKK,DET
BFM,YIP
MNN,YIP
BFM,DTW
TDZ,YIP
SUM,DET
NC3,YIP
EKX,YIP
SPS,YIP
NZY,DTW
MFD,DTW
TN3,YIP
PNS,YIP
LAS,YIP
MGM,YIP
PBF,YIP
BVX,YIP
AEX,DTW
PGV,DTW
GLH,YIP
GLH,DET
THA,YIP
FSM,DTW
LUK,DTW
FWA,DET
GSP,DET
GDC,YIP
GSO,YIP
OH5,YIP
HGR,YIP
GDC,DTW
PNS,DTW
SBM,DET
SBM,YIP
RIC,YIP
BKL,YIP
MTN,YIP
GWO,DET
TYS,DET
CLU,DET
ROA,DET
AND,DTW
ICT,DET
SER,DET
CAE,DET
HIK,DTW
EFD,YIP
AGS,DET
PDK,DTW
KY3,YIP
CGI,DTW
GJT,DTW
BTR,DTW
GTF,YIP
BTR,YIP
ILM,YIP
OH3,YIP
XNA,DET
FYV,YIP
SUM,YIP
GYY,DET
ATO,YIP
MOT,DTW
DAY,DET
DLH,YIP
MWA,DTW
FOE,YIP
DOV,DTW
GGG,YIP
OGG,DTW
VWT,YIP
VWT,DTW
CLU,DTW
MQT,YIP
TN3,DTW
WV1,YIP
JST,DTW
RFD,DET
TN6,YIP
TN6,DTW
TN6,DET
DVN,YIP
CGF,YIP
SBN,DET
PKB,YIP
SGF,DET
DCU,DET
KY5,YIP
OH2,YIP
MYR,YIP
IPT,DET
CLL,YIP
CHO,YIP
OAJ,DTW
BWG,DET
STC,DTW
SRW,YIP
RIV,DTW
FOD,DTW
MOR,DTW
MOR,DET
GMU,DTW
TYR,YIP
ACT,YIP
YUM,YIP
AFW,DTW
YKN,YIP
GTR,YIP
BIL,DTW
LAL,YIP
OTM,YIP
ISM,YIP
MKL,DET
OLS,YIP
GAD,YIP
FDY,DTW
SAT,DET
GRI,DTW
GCY,YIP
MKC,DTW
ILM,DTW
MCC,YIP
ILG,DTW
BTL,DTW
FOE,DTW
GUS,YIP
MMI,DET
MIE,DTW
IMT,DTW
CRP,YIP
BRL,YIP
EVV,DET
SDM,YIP
LGA,YIP
FCA,DTW
EFD,DTW
ANB,DTW
MS1,DET
PGD,YIP
DOV,YIP
HOB,YIP
GPT,YIP
MMT,YIP
GEG,YIP
AMA,DTW
LYH,YIP
BFF,DBQ
ALO,DBQ
EKO,DBQ
ORD,DBQ
RAP,DBQ
CID,DBQ
LSE,DBQ
SLC,DBQ
STL,DBQ
DSM,DBQ
RFD,DBQ
CYS,DBQ
PIA,DBQ
CWA,DBQ
OMA,DBQ
MKE,DBQ
MSP,DBQ
LBF,DBQ
DTW,DBQ
MSN,DBQ
MCW,DBQ
MEM,DBQ
ATW,DBQ
CMI,DBQ
STC,DBQ
FSD,DBQ
CHA,DBQ
DFW,DBQ
LRD,DBQ
ATL,DBQ
RST,DBQ
OKC,DBQ
EVV,DBQ
FLL,DBQ
GVL,DBQ
LIT,DBQ
GSP,DBQ
YIP,DBQ
PDK,DBQ
GFK,DBQ
IAH,DBQ
FMN,DRO
GJT,DRO
PHX,DRO
ABQ,DRO
COS,DRO
DFW,DRO
GUP,DRO
MTJ,DRO
FLG,DRO
LAX,DRO
DRO,DRO
LAS,DRO
IAH,DRO
ABQ,AMK
MAF,DRO
FMN,AMK
LMT,DRO
IND,DRO
ACV,DRO
PDX,DRO
SBA,DRO
ALB,DRO
MSP,DRO
SFO,DRO
SLC,DRO
MSY,DRO
DAL,DRO
SMF,DRO
DLH,DRO
CDC,DRO
BWI,DRO
SGF,DRO
LRU,DRO
SFO,ELP
SLC,ELP
OKC,ELP
DAL,ELP
DFW,ELP
AUS,ELP
RNO,ELP
TUS,ELP
LAS,ELP
SJC,ELP
ICT,ELP
PHX,ELP
MAF,ELP
LBB,ELP
MEM,ELP
SNA,ELP
SAT,ELP
ABQ,ELP
LAX,ELP
MCI,ELP
MCI,BIF
ORD,ELP
ATL,ELP
HOU,ELP
IAH,ELP
MIA,ELP
EKO,ELP
TUL,ELP
SHV,ELP
HNL,ELP
SEA,ELP
SAN,ELP
CLE,ELP
TPA,ELP
LIT,ELP
CRP,ELP
OAK,ELP
MCO,ELP
AMA,ELP
ROW,ELP
YIP,ELP
LRD,ELP
TOL,ELP
MSY,ELP
SMF,ELP
FLL,ELP
MDW,ELP
OLS,ELP
PAH,ELP
JAN,ELP
DAY,ELP
EWR,ELP
BMC,ELP
ABI,ELP
STL,ELP
LEX,ELP
SUS,ELP
OGD,ELP
FSM,ELP
AEX,ELP
SGF,ELP
DTW,ELP
MSP,ELP
STJ,ELP
IND,ELP
BNA,ELP
FWA,ELP
CVG,ELP
ELP,ELP
LCK,ELP
AFW,ELP
BGR,ELP
YUM,ELP
MMI,ELP
BRO,ELP
GRI,ELP
DSM,ELP
BVX,ELP
MKE,ELP
JAX,ELP
COS,ELP
DAY,BIF
ADS,ELP
JLN,ELP
OMA,ELP
GEG,ELP
COU,ELP
BFI,ELP
CID,ELP
JFK,BIF
CLL,ELP
GJT,ELP
OMA,BIF
FTW,ELP
MLU,ELP
BGR,BIF
ACT,ELP
CNW,ELP
GYY,ELP
FOE,ELP
SLN,ELP
SBN,ELP
CAE,ELP
LNK,ELP
GSP,ELP
EVV,ELP
MHR,ELP
SDM,ELP
CGI,ELP
PHL,ELP
PDX,ELP
LAF,ELP
LFT,ELP
EDF,BIF
ANC,ELP
IPL,ELP
JFK,ELP
RFD,ELP
GRK,ELP
CMH,BIF
CMH,ELP
LWS,ELP
PHX,BIF
LAW,ELP
FAT,ELP
FAT,BIF
MIE,ELP
LUL,ELP
EUG,ELP
HOB,ELP
IAD,BIF
BTR,ELP
GRR,ELP
