LAX,RDM
ABQ,RDM
STS,RDM
RNO,RDM
FAT,RDM
EUG,RDM
DRO,RDM
MFR,RDM
OAK,RDM
AZA,RDM
SEA,RDM
BFI,RDM
PDX,RDM
LMT,RDM
SFO,RDM
SLC,RDM
LAS,RDM
SLC,EKO
EUG,EKO
LAS,EKO
DTW,ERI
BUF,ERI
PHL,ERI
IND,ERI
ACY,ERI
BDL,ERI
BOS,ERI
PIT,ERI
BGM,ERI
MDT,ERI
CLE,ERI
TYS,ERI
LRD,GYY
BOS,GYY
SLN,GYY
RNO,GYY
IAH,GYY
GPT,GYY
MCI,GYY
TYS,GYY
AGC,GYY
YIP,GYY
ELP,GYY
GCK,HYS
MCI,HYS
PUB,HYS
JLN,HYS
MHK,HYS
GBD,HYS
EAR,HYS
LBL,HYS
ICT,HYS
TBN,HYS
HNL,ITO
AZA,ITO
OGG,ITO
OAK,ITO
LAX,ITO
YIP,GUS
SAN,RNO
LAS,RNO
PNS,RNO
MKE,RNO
VGT,RNO
STL,RNO
DSM,RNO
FWA,RNO
BLI,RNO
CHS,RNO
BHM,RNO
TUS,RNO
CWA,RNO
FOE,RNO
FAT,RNO
DFW,RNO
MOB,RNO
MLU,RNO
EUG,RNO
DAL,RNO
OMA,RNO
AUS,RNO
GYY,RNO
TUL,RNO
ACT,RNO
LGU,RNO
TPA,RNO
FAR,RNO
PDX,RNO
SJC,RNO
RFD,RNO
TYS,RNO
GRB,RNO
FCA,RNO
IAH,RNO
OAK,RNO
MEM,RNO
LBB,RNO
MFR,RNO
GRK,RNO
HNL,RNO
LWS,RNO
BFI,RNO
ICT,RNO
PHX,RNO
SEA,RNO
GEG,RNO
PUW,RNO
AZA,RNO
COU,RNO
ATL,RNO
ORD,RNO
ELP,RNO
MDW,RNO
DTW,RNO
SLC,RNO
COS,RNO
SFO,RNO
CRP,RNO
PHL,RNO
IND,RNO
OKC,RNO
SPS,RNO
MHR,RNO
SMF,RNO
SJT,RNO
BFL,RNO
LIT,RNO
GCK,RNO
SHV,RNO
MCI,RNO
ABQ,RNO
GTF,RNO
SBN,RNO
BTR,RNO
MSY,RNO
SGF,RNO
SAT,RNO
LAX,RNO
MSP,RNO
RIC,ACT
ABE,ACT
SAV,ACT
SAF,ACT
LFT,ACT
TYS,ACT
CMI,ACT
CLE,ACT
LEX,ACT
PNS,ACT
FWA,ACT
EVV,ACT
AEX,ACT
GSP,ACT
DSM,ACT
GSO,ACT
CHS,ACT
BTR,ACT
CHA,ACT
SJT,ACT
BRO,ACT
SWO,ACT
IAD,ACT
SHV,ACT
LIT,ACT
CID,ACT
CRP,ACT
OKC,ACT
LBB,ACT
IAH,ACT
LNK,ACT
HOU,ACT
MAF,ACT
MCO,ACT
GRK,ACT
MEM,ACT
RDU,ACT
CSG,ACT
COU,ACT
ROA,ACT
CAE,ACT
GPT,ACT
BDL,ACT
GGG,ACT
ABI,ACT
DRT,ACT
ACT,ACT
RNO,ACT
AUS,ACT
TPA,ACT
CAK,ACT
EWR,ACT
FOE,ACT
DFW,ACT
MOB,ACT
BOS,ACT
DAY,ACT
FWH,YUM
TUS,YUM
OMA,YUM
PHX,YUM
AZA,YUM
SNA,YUM
FSM,YUM
IPL,YUM
OKC,YUM
LAX,YUM
CAE,CAK
ROA,CAK
MCO,CAK
GPT,CAK
CMH,CAK
BDL,CAK
ORD,CAK
DTW,CAK
ATL,CAK
BUF,CAK
GRR,CAK
DCA,CAK
YNG,CAK
MCI,CAK
SBN,CAK
MSP,CAK
MSY,CAK
TPA,CAK
ACT,CAK
TCM,CAK
EWR,CAK
DAY,CAK
BOS,CAK
ELM,CAK
ACY,CAK
PHL,CAK
MYR,CAK
FLL,CAK
LGA,CAK
JFK,CAK
SYR,CAK
PDX,CAK
CLE,CAK
CLT,CAK
BWI,CAK
GSP,CAK
STL,CAK
CVG,CAK
CHS,CAK
DSM,CAK
BNA,CAK
PIT,CAK
GTF,BTM
BZN,BTM
SLC,BTM
HLN,BTM
SMF,CIC
BFL,CIC
CEC,CIC
SFO,CIC
SEA,CIC
ORD,DOV
YIP,DOV
DTW,DOV
ELP,DOV
ATL,DOV
CAE,DOV
JAN,DOV
MEM,DOV
CVG,DOV
HSV,DOV
PIT,DOV
LAX,DOV
ILN,DOV
IAD,DOV
MHR,DOV
TLH,DOV
CLE,DOV
EIL,DOV
JFK,DOV
DOV,DOV
MIA,DOV
MSO,FAR
BIS,FAR
PHX,FAR
AZA,FAR
ICT,FAR
LBB,FAR
SFB,FAR
IAH,FAR
MSP,FAR
LAX,FAR
SGF,FAR
SAT,FAR
XNA,FAR
HUF,FAR
YNG,FAR
BMI,FAR
GFK,FAR
BFL,FAR
SLC,FAR
SFO,FAR
ANC,FAR
LGA,FAR
ALO,FAR
MDT,FAR
DSM,FAR
PIT,FAR
LAS,FAR
MKE,FAR
LEX,FAR
RNO,FAR
CAK,FAR
EWR,FAR
PIA,FAR
BOS,FAR
DFW,FAR
MWA,FAR
ORD,FAR
YIP,FAR
ATL,FAR
BZN,FAR
MKE,FNT
MQT,FNT
LEX,FNT
PIT,FNT
DSM,FNT
MGM,FNT
HSV,FNT
EVV,FNT
DTW,FNT
ORD,FNT
ATL,FNT
LIT,FNT
MCI,FNT
BRO,FNT
MSP,FNT
FSD,FNT
GRR,FNT
HUF,FNT
CLE,FNT
ROA,FNT
MBS,FNT
MCO,FNT
MEM,FNT
LAN,FNT
BDL,FNT
MKG,FNT
CMH,FNT
TPA,FNT
APN,FNT
FNT,FNT
DAY,FNT
DLH,FNT
DAL,FNT
LRD,FNT
TOL,FNT
SLN,FNT
PHL,FNT
FLL,FNT
BIL,HVR
CNM,HOB
LBF,HON
EAR,HON
PIR,HON
FAT,LGU
MLU,LGU
RNO,LGU
PUW,LGU
PHX,LGU
DRO,LGU
ELP,LGU
BHM,LGU
CLL,LGU
SJC,LGU
EDF,WRB
BWI,MCN
SAV,MCN
JFK,WRB
RFD,WRB
SYR,MCN
RIC,MCN
AVP,MCN
PVD,MCN
CVG,MCN
DSM,MCN
MDT,MCN
ATL,MCN
DYS,WRB
AGS,MCN
IAD,MCN
SHV,MCN
GNV,MCN
PFN,MCN
FLL,WRB
OKC,MCN
MEI,MCN
ATW,MCN
CAE,MCN
IAH,MCN
BGR,WRB
CAK,MCN
BGR,MCN
MCF,WRB
TUL,MCN
DTW,MIA
ORD,MIA
ELP,MIA
MDW,MIA
YIP,MIA
ATL,MIA
DYS,MIA
PHX,MIA
CAE,MIA
RDU,MIA
SEA,MIA
ROA,MIA
CSG,MIA
LSF,MIA
PHX,OPF
IAH,MIA
MEM,MIA
MCO,MIA
PAH,MIA
GRK,MIA
HOU,MIA
JAN,MIA
ORL,TMB
MCO,TMB
BDL,MIA
CMH,MIA
EYW,MIA
LCK,MIA
HNL,MIA
GPT,MIA
LAL,MIA
CVG,MIA
HSV,MIA
STL,MIA
CHS,MIA
MHT,MIA
GSP,MIA
DSM,MIA
MDT,MIA
PGV,MIA
SUS,MIA
GSO,MIA
AEX,MIA
LUK,MIA
BHM,MIA
EVV,MIA
GDC,MIA
ORH,MIA
LAS,MIA
MHK,TMB
MHK,MIA
BNA,MIA
PNS,MIA
SAN,OPF
LAS,OPF
